respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
45268,0.5,0.54,0.25
45269,0.5,0.55,0.17
45270,0.5,0.54,0.12
45271,0.5,0.79,0.12
45272,0.5,0.45,0.08
45273,0.5,0.22,0.17
45274,0.5,0.42,0.33
45275,0.5,0.75,0.21
45276,0.5,0.41,0.17
45277,0.5,0.23,0.27
45278,0.5,0.24,0.12
45279,0.5,0.54,0.5
45280,0.5,0.65,0.31
45281,0.5,0.86,0.17
45282,0.5,0.77,0.16
45283,0.5,0.21,0.19
45284,0.5,0.23,0.44
45285,0.5,0.25,0.09
45286,0.5,0.47,0.12
45287,0.5,0.15,0.07
45288,0.5,0.6,0.21
45289,0.5,0.29,0.44
45290,0.5,0.84,0.16
45291,0.5,0.78,0.22
45292,0.5,0.49,0.13
45293,0.5,0.79,0.18
45294,0.5,0.5,0.09
45295,0.5,0.16,0.09
45296,0.5,0.6,0.11
45297,0.5,0.38,0.09
45298,0.5,0.32,0.27
45299,0.5,0.14,0.13
45300,0.5,0.46,0.36
45301,0.5,0.15,0.13
45302,0.5,0.59,0.3
45303,0.5,0.52,0.11
45304,0.5,0.43,0.16
45305,0.5,0.22,0.19
45306,0.5,0.61,0.21
45307,0.5,0.77,0.63
45308,0.5,0.85,0.47
45309,0.5,0.29,0.09
45310,0.5,0.47,0.07
45311,0.5,0.53,0.47
45312,0.5,0.56,0.39
45313,0.5,0.29,0.07
45314,0.5,0.25,0.19
45315,0.5,0.87,0.17
45316,0.5,0.71,0.27
45317,0.5,0.52,0.51
45318,0.5,0.16,0.05
45319,0.5,0.37,0.11
45320,0.5,0.72,0.57
45321,0.5,0.52,0.47
45322,0.5,0.41,0.1
45323,0.5,0.55,0.38
45324,0.5,0.44,0.14
45325,0.5,0.39,0.23
45326,0.5,0.63,0.32
45327,0.5,0.14,0.05
45328,0.5,0.52,0.5
45329,0.5,0.92,0.86
45330,0.5,0.35,0.17
45331,0.5,0.26,0.31
45332,0.5,0.57,0.34
45333,0.5,0.25,0.15
45334,0.5,0.35,0.29
45335,0.5,0.15,0.06
45336,0.5,0.77,0.35
45337,0.5,0.32,0.17
45338,0.5,0.87,0.69
45339,0.5,0.2,0.17
45340,0.5,0.24,0.16
45341,0.5,0.55,0.19
45342,0.5,0.82,0.2
45343,0.5,0.79,0.43
45344,0.5,0.76,0.59
45345,0.5,0.31,0.15
45346,0.5,0.05,0.05
45347,0.5,0.71,0.38
45348,0.5,0.12,0.03
45349,0.5,0.6,0.39
45350,0.5,0.24,0.09
45351,0.5,0.81,0.48
45352,0.5,0.57,0.26
45353,0.5,0.81,0.18
45354,0.5,0.16,0.21
45355,0.5,0.14,0.14
45356,0.5,0.78,0.56
45357,0.5,0.66,0.61
45358,0.5,0.66,0.08
45359,0.5,0.76,0.05
45360,0.5,0.82,0.22
45361,0.5,0.45,0.11
45362,0.5,0.17,0.14
45363,0.5,0.35,0.16
45364,0.5,0.33,0.06
45365,0.5,0.81,0.68
45366,0.5,0.69,0.5
45367,0.5,0.16,0.16
45368,0.5,0.36,0.27
45369,0.5,0.19,0.17
45370,0.5,0.3,0.19
45371,0.5,0.43,0.13
45372,0.5,0.81,0.6
45373,0.5,0.34,0.08
45374,0.5,0.36,0.18
45375,0.5,0.85,0.41
45376,0.5,0.45,0.25
45377,0.5,0.92,0.25
45378,0.5,0.28,0.27
45379,0.5,0.61,0.3
45380,0.5,0.74,0.56
45381,0.5,0.67,0.4
45382,0.5,0.64,0.12
45383,0.5,0.56,0.2
45384,0.5,0.68,0.41
45385,0.5,0.45,0.39
45386,0.5,0.71,0.59
45387,0.5,0.31,0.23
45388,0.5,0.86,0.31
45389,0.5,0.27,0.09
45390,0.5,0.57,0.2
45391,0.5,0.75,0.29
45392,0.5,0.19,0.1
45393,0.5,0.72,0.33
45394,0.5,0.88,0.23
45395,0.5,0.52,0.36
45396,0.5,0.73,0.31
45397,0.5,0.52,0.43
45398,0.5,0.63,0.3
45399,0.5,0.18,0.06
45400,0.5,0.45,0.22
45401,0.5,0.34,0.11
45402,0.5,0.77,0.25
45403,0.5,0.85,0.77
45404,0.5,0.34,0.16
45405,0.5,0.73,0.14
45406,0.5,0.23,0.06
45407,0.5,0.75,0.7
45408,0.5,0.43,0.32
45409,0.5,0.56,0.34
45410,0.5,0.59,0.13
45411,0.5,0.83,0.33
45412,0.5,0.53,0.19
45413,0.5,0.44,0.51
45414,0.5,0.83,0.13
45415,0.5,0.2,0.22
45416,0.5,0.54,0.59
45417,0.5,0.46,0.14
45418,0.5,0.13,0.08
45419,0.5,0.21,0.2
45420,0.5,0.14,0.11
45421,0.5,0.39,0.42
45422,0.5,0.84,0.17
45423,0.5,0.31,0.35
45424,0.5,0.66,0.34
45425,0.5,0.36,0.25
45426,0.5,0.69,0.4
45427,0.5,0.57,0.28
45428,0.5,0.2,0.11
45429,0.5,0.52,0.29
45430,0.5,0.16,0.05
45431,0.5,0.16,0.39
45432,0.5,0.1,0.03
45433,0.5,0.17,0.04
45434,0.5,0.44,0.48
45435,0.5,0.75,0.55
45436,0.5,0.22,0.05
45437,0.5,0.17,0.11
45438,0.5,0.27,0.2
45439,0.5,0.4,0.32
45440,0.5,0.68,0.24
45441,0.5,0.47,0.21
45442,0.5,0.5,0.22
45443,0.5,0.38,0.3
45444,0.5,0.89,0.1
45445,0.5,0.83,0.25
45446,0.5,0.8,0.56
45447,0.5,0.84,0.19
45448,0.5,0.43,0.29
45449,0.5,0.74,0.3
45450,0.5,0.29,0.06
45451,0.5,0.56,0.15
45452,0.5,0.2,0.05
45453,0.5,0.24,0.14
45454,0.5,0.84,0.34
45455,0.5,0.73,0.11
45456,0.5,0.29,0.1
45457,0.5,0.71,0.53
45458,0.5,0.36,0.17
45459,0.5,0.8,0.63
45460,0.5,0.34,0.21
45461,0.5,0.8,0.44
45462,0.5,0.28,0.27
45463,0.5,0.21,0.16
45464,0.5,0.83,0.19
45465,0.5,0.59,0.41
45466,0.5,0.66,0.58
45467,0.5,0.26,0.18
45468,0.5,0.72,0.27
45469,0.5,0.2,0.24
45470,0.5,0.29,0.22
45471,0.5,0.49,0.36
45472,0.5,0.46,0.3
45473,0.5,0.13,0.07
45474,0.5,0.78,0.18
45475,0.5,0.34,0.14
45476,0.5,0.14,0.09
45477,0.5,0.3,0.22
45478,0.5,0.2,0.22
45479,0.5,0.36,0.2
45480,0.5,0.58,0.33
45481,0.5,0.59,0.25
45482,0.5,0.25,0.1
45483,0.5,0.53,0.11
45484,0.5,0.44,0.13
45485,0.5,0.75,0.51
45486,0.5,0.16,0.17
45487,0.5,0.7,0.15
45488,0.5,0.31,0.21
45489,0.5,0.42,0.13
45490,0.5,0.55,0.26
45491,0.5,0.18,0.13
45492,0.5,0.31,0.19
45493,0.5,0.67,0.15
45494,0.5,0.76,0.28
45495,0.5,0.36,0.12
45496,0.5,0.8,0.51
45497,0.5,0.17,0.16
45498,0.5,0.25,0.24
45499,0.5,0.29,0.18
45500,0.5,0.73,0.67
45501,0.5,0.62,0.51
45502,0.5,0.53,0.29
45503,0.5,0.61,0.37
45504,0.5,0.81,0.52
45505,0.5,0.71,0.6
45506,0.5,0.32,0.28
45507,0.5,0.6,0.22
45508,0.5,0.36,0.16
45509,0.5,0.37,0.32
45510,0.5,0.56,0.14
45511,0.5,0.27,0.18
45512,0.5,0.25,0.16
45513,0.5,0.78,0.7
45514,0.5,0.3,0.19
45515,0.5,0.68,0.23
45516,0.5,0.47,0.16
45517,0.5,0.89,0.85
45518,0.5,0.64,0.31
45519,0.5,0.34,0.05
45520,0.5,0.19,0.14
45521,0.5,0.47,0.34
45522,0.5,0.23,0.27
45523,0.5,0.33,0.16
45524,0.5,0.3,0.39
45525,0.5,0.19,0.09
45526,0.5,0.23,0.06
45527,0.5,0.75,0.5
45528,0.5,0.69,0.08
45529,0.5,0.26,0.24
45530,0.5,0.83,0.49
45531,0.5,0.17,0.08
45532,0.5,0.8,0.7
45533,0.5,0.18,0.14
45534,0.5,0.8,0.83
45535,0.5,0.16,0.09
45536,0.5,0.17,0.16
45537,0.5,0.67,0.48
45538,0.5,0.77,0.72
45539,0.5,0.21,0.06
45540,0.5,0.37,0.06
45541,0.5,0.22,0.14
45542,0.5,0.11,0.19
45543,0.5,0.59,0.27
45544,0.5,0.37,0.17
45545,0.5,0.73,0.3
45546,0.5,0.31,0.23
45547,0.5,0.82,0.52
45548,0.5,0.66,0.43
45549,0.5,0.11,0.05
45550,0.5,0.09,0.11
45551,0.5,0.1,0.13
45552,0.5,0.34,0.13
45553,0.5,0.18,0.09
45554,0.5,0.56,0.16
45555,0.5,0.27,0.27
45556,0.5,0.69,0.13
45557,0.5,0.44,0.13
45558,0.5,0.67,0.37
45559,0.5,0.29,0.21
45560,0.5,0.18,0.18
45561,0.5,0.78,0.24
45562,0.5,0.84,0.52
45563,0.5,0.52,0.35
45564,0.5,0.68,0.66
45565,0.5,0.44,0.08
45566,0.5,0.24,0.06
45567,0.5,0.79,0.37
45568,0.5,0.36,0.3
45569,0.5,0.22,0.31
45570,0.5,0.34,0.28
45571,0.5,0.58,0.35
45572,0.5,0.3,0.08
45573,0.5,0.73,0.12
45574,0.5,0.59,0.58
45575,0.5,0.55,0.4
45576,0.5,0.46,0.22
45577,0.5,0.29,0.25
45578,0.5,0.37,0.53
45579,0.5,0.03,0.03
45580,0.5,0.78,0.5
45581,0.5,0.66,0.39
45582,0.5,0.32,0.25
45583,0.5,0.52,0.11
45584,0.5,0.79,0.43
45585,0.5,0.68,0.55
45586,0.5,0.75,0.18
45587,0.5,0.28,0.2
45588,0.5,0.18,0.11
45589,0.5,0.14,0.25
45590,0.5,0.17,0.04
45591,0.5,0.55,0.11
45592,0.5,0.8,0.11
45593,0.5,0.22,0.05
45594,0.5,0.31,0.09
45595,0.5,0.1,0.06
45596,0.5,0.16,0.13
45597,0.5,0.38,0.35
45598,0.5,0.16,0.19
45599,0.5,0.36,0.2
45600,0.5,0.23,0.17
45601,0.5,0.44,0.21
45602,0.5,0.29,0.23
45603,0.5,0.4,0.35
45604,0.5,0.55,0.3
45605,0.5,0.07,0.13
45606,0.5,0.46,0.18
45607,0.5,0.17,0.11
45608,0.5,0.77,0.5
45609,0.5,0.3,0.16
45610,0.5,0.66,0.29
45611,0.5,0.37,0.13
45612,0.5,0.31,0.17
45613,0.5,0.79,0.65
45614,0.5,0.55,0.3
45615,0.5,0.77,0.62
45616,0.5,0.54,0.35
45617,0.5,0.72,0.24
45618,0.5,0.68,0.28
45619,0.5,0.68,0.34
45620,0.5,0.14,0.4
45621,0.5,0.09,0.1
45622,0.5,0.57,0.22
45623,0.5,0.59,0.14
45624,0.5,0.84,0.19
45625,0.5,0.13,0.14
45626,0.5,0.5,0.33
45627,0.5,0.22,0.07
45628,0.5,0.12,0.15
45629,0.5,0.49,0.37
45630,0.5,0.42,0.42
45631,0.5,0.19,0.09
45632,0.5,0.52,0.3
45633,0.5,0.48,0.36
45634,0.5,0.48,0.35
45635,0.5,0.08,0.09
45636,0.5,0.25,0.14
45637,0.5,0.56,0.3
45638,0.5,0.62,0.3
45639,0.5,0.15,0.14
45640,0.5,0.41,0.26
45641,0.5,0.19,0.14
45642,0.5,0.22,0.22
45643,0.5,0.42,0.3
45644,0.5,0.79,0.25
45645,0.5,0.58,0.51
45646,0.5,0.25,0.08
45647,0.5,0.76,0.53
45648,0.5,0.18,0.09
45649,0.5,0.27,0.21
45650,0.5,0.62,0.27
45651,0.5,0.73,0.41
45652,0.5,0.2,0.24
45653,0.5,0.66,0.36
45654,0.5,0.71,0.37
45655,0.5,0.83,0.86
45656,0.5,0.17,0.1
45657,0.5,0.6,0.11
45658,0.5,0.21,0.12
45659,0.5,0.29,0.17
45660,0.5,0.11,0.26
45661,0.5,0.42,0.22
45662,0.5,0.17,0.24
45663,0.5,0.13,0.12
45664,0.5,0.29,0.28
45665,0.5,0.18,0.12
45666,0.5,0.31,0.1
45667,0.5,0.74,0.3
45668,0.5,0.1,0.1
45669,0.5,0.82,0.78
45670,0.5,0.25,0.12
45671,0.5,0.2,0.08
45672,0.5,0.65,0.05
45673,0.5,0.87,0.24
45674,0.5,0.38,0.29
45675,0.5,0.46,0.12
45676,0.5,0.77,0.63
45677,0.5,0.17,0.13
45678,0.5,0.19,0.08
45679,0.5,0.66,0.14
45680,0.5,0.48,0.28
45681,0.5,0.62,0.32
45682,0.5,0.52,0.13
45683,0.5,0.27,0.12
45684,0.5,0.47,0.38
45685,0.5,0.22,0.19
45686,0.5,0.52,0.21
45687,0.5,0.67,0.02
45688,0.5,0.85,0.85
45689,0.5,0.48,0.11
45690,0.5,0.62,0.32
45691,0.5,0.67,0.38
45692,0.5,0.33,0.12
45693,0.5,0.4,0.09
45694,0.5,0.28,0.09
45695,0.5,0.48,0.18
45696,0.5,0.71,0.59
45697,0.5,0.74,0.47
45698,0.5,0.83,0.16
45699,0.5,0.59,0.34
45700,0.5,0.37,0.28
45701,0.5,0.6,0.6
45702,0.5,0.17,0.16
45703,0.5,0.58,0.47
45704,0.5,0.84,0.39
45705,0.5,0.15,0.15
45706,0.5,0.34,0.1
45707,0.5,0.28,0.17
45708,0.5,0.75,0.08
45709,0.5,0.2,0.33
45710,0.5,0.4,0.07
45711,0.5,0.18,0.06
45712,0.5,0.63,0.57
45713,0.5,0.33,0.14
45714,0.5,0.41,0.2
45715,0.5,0.15,0.03
45716,0.5,0.4,0.18
45717,0.5,0.07,0.12
45718,0.5,0.08,0.12
45719,0.5,0.49,0.12
45720,0.5,0.24,0.23
45721,0.5,0.48,0.24
45722,0.5,0.57,0.39
45723,0.5,0.56,0.14
45724,0.5,0.77,0.12
45725,0.5,0.57,0.3
45726,0.5,0.53,0.35
45727,0.5,0.82,0.42
45728,0.5,0.75,0.37
45729,0.5,0.32,0.2
45730,0.5,0.4,0.15
45731,0.5,0.34,0.17
45732,0.5,0.51,0.33
45733,0.5,0.41,0.3
45734,0.5,0.42,0.16
45735,0.5,0.15,0.09
45736,0.5,0.65,0.16
45737,0.5,0.68,0.24
45738,0.5,0.39,0.13
45739,0.5,0.54,0.34
45740,0.5,0.52,0.28
45741,0.5,0.51,0.22
45742,0.5,0.15,0.12
45743,0.5,0.15,0.04
45744,0.5,0.44,0.41
45745,0.5,0.68,0.49
45746,0.5,0.72,0.42
45747,0.5,0.71,0.31
45748,0.5,0.23,0.11
45749,0.5,0.15,0.27
45750,0.5,0.78,0.43
45751,0.5,0.35,0.16
45752,0.5,0.85,0.23
45753,0.5,0.29,0.15
45754,0.5,0.53,0.23
45755,0.5,0.18,0.16
45756,0.5,0.19,0.18
45757,0.5,0.92,0.88
45758,0.5,0.89,0.77
45759,0.5,0.71,0.49
45760,0.5,0.18,0.21
45761,0.5,0.69,0.41
45762,0.5,0.75,0.25
45763,0.5,0.84,0.32
45764,0.5,0.68,0.2
45765,0.5,0.24,0.15
45766,0.5,0.63,0.41
45767,0.5,0.68,0.63
45768,0.5,0.71,0.21
45769,0.5,0.49,0.28
45770,0.5,0.83,0.68
45771,0.5,0.16,0.14
45772,0.5,0.8,0.71
45773,0.5,0.06,0.02
45774,0.5,0.76,0.42
45775,0.5,0.62,0.53
45776,0.5,0.44,0.35
45777,0.5,0.53,0.15
45778,0.5,0.3,0.16
45779,0.5,0.49,0.1
45780,0.5,0.63,0.27
45781,0.5,0.22,0.18
45782,0.5,0.46,0.21
45783,0.5,0.41,0.24
45784,0.5,0.26,0.28
45785,0.5,0.69,0.22
45786,0.5,0.57,0.41
45787,0.5,0.63,0.18
45788,0.5,0.54,0.43
45789,0.5,0.45,0.22
45790,0.5,0.27,0.22
45791,0.5,0.18,0.06
45792,0.5,0.15,0.08
45793,0.5,0.34,0.22
45794,0.5,0.87,0.54
45795,0.5,0.59,0.12
45796,0.5,0.08,0.04
45797,0.5,0.22,0.08
45798,0.5,0.75,0.5
45799,0.5,0.22,0.47
45800,0.5,0.18,0.05
45801,0.5,0.56,0.37
45802,0.5,0.72,0.39
45803,0.5,0.17,0.14
45804,0.5,0.45,0.31
45805,0.5,0.32,0.44
45806,0.5,0.29,0.37
45807,0.5,0.67,0.11
45808,0.5,0.33,0.29
45809,0.5,0.45,0.09
45810,0.5,0.77,0.28
45811,0.5,0.29,0.2
45812,0.5,0.25,0.23
45813,0.5,0.25,0.12
45814,0.5,0.64,0.58
45815,0.5,0.34,0.21
45816,0.5,0.93,0.87
45817,0.5,0.57,0.29
45818,0.5,0.4,0.28
45819,0.5,0.78,0.41
45820,0.5,0.35,0.23
45821,0.5,0.57,0.2
45822,0.5,0.68,0.13
45823,0.5,0.69,0.09
45824,0.5,0.38,0.19
45825,0.5,0.44,0.22
45826,0.5,0.19,0.17
45827,0.5,0.37,0.19
45828,0.5,0.25,0.2
45829,0.5,0.41,0.11
45830,0.5,0.71,0.35
45831,0.5,0.33,0.24
45832,0.5,0.16,0.42
45833,0.5,0.19,0.13
45834,0.5,0.8,0.69
45835,0.5,0.15,0.11
45836,0.5,0.67,0.47
45837,0.5,0.46,0.14
45838,0.5,0.46,0.23
45839,0.5,0.31,0.05
45840,0.5,0.27,0.25
45841,0.5,0.16,0.05
45842,0.5,0.33,0.14
45843,0.5,0.7,0.22
45844,0.5,0.82,0.19
45845,0.5,0.68,0.52
45846,0.5,0.72,0.7
45847,0.5,0.78,0.26
45848,0.5,0.25,0.34
45849,0.5,0.76,0.42
45850,0.5,0.44,0.28
45851,0.5,0.66,0.51
45852,0.5,0.68,0.16
45853,0.5,0.35,0.08
45854,0.5,0.71,0.5
45855,0.5,0.3,0.19
45856,0.5,0.25,0.28
45857,0.5,0.31,0.15
45858,0.5,0.53,0.48
45859,0.5,0.34,0.18
45860,0.5,0.49,0.4
45861,0.5,0.85,0.63
45862,0.5,0.71,0.33
45863,0.5,0.5,0.09
45864,0.5,0.25,0.15
45865,0.5,0.8,0.55
45866,0.5,0.23,0.2
45867,0.5,0.32,0.18
45868,0.5,0.5,0.29
45869,0.5,0.34,0.16
45870,0.5,0.28,0.25
45871,0.5,0.54,0.17
45872,0.5,0.85,0.73
45873,0.5,0.47,0.14
45874,0.5,0.66,0.28
45875,0.5,0.06,0.03
45876,0.5,0.83,0.6
45877,0.5,0.69,0.44
45878,0.5,0.45,0.13
45879,0.5,0.2,0.18
45880,0.5,0.53,0.23
45881,0.5,0.65,0.39
45882,0.5,0.3,0.1
45883,0.5,0.71,0.1
45884,0.5,0.41,0.28
45885,0.5,0.72,0.34
45886,0.5,0.8,0.24
45887,0.5,0.64,0.6
45888,0.5,0.82,0.54
45889,0.5,0.33,0.1
45890,0.5,0.3,0.15
45891,0.5,0.21,0.09
45892,0.5,0.59,0.37
45893,0.5,0.89,0.73
45894,0.5,0.25,0.18
45895,0.5,0.45,0.24
45896,0.5,0.66,0.34
45897,0.5,0.4,0.25
45898,0.5,0.63,0.16
45899,0.5,0.54,0.16
45900,0.5,0.61,0.29
45901,0.5,0.76,0.5
45902,0.5,0.69,0.26
45903,0.5,0.35,0.01
45904,0.5,0.12,0.12
45905,0.5,0.75,0.5
45906,0.5,0.8,0.7
45907,0.5,0.19,0.07
45908,0.5,0.34,0.12
45909,0.5,0.6,0.43
45910,0.5,0.33,0.08
45911,0.5,0.34,0.18
45912,0.5,0.8,0.34
45913,0.5,0.07,0.01
45914,0.5,0.21,0.18
45915,0.5,0.8,0.49
45916,0.5,0.39,0.34
45917,0.5,0.64,0.42
45918,0.5,0.1,0.03
45919,0.5,0.11,0.15
45920,0.5,0.58,0.36
45921,0.5,0.54,0.34
45922,0.5,0.39,0.06
45923,0.5,0.15,0.09
45924,0.5,0.72,0.29
45925,0.5,0.7,0.47
45926,0.5,0.3,0.26
45927,0.5,0.45,0.13
45928,0.5,0.89,0.72
45929,0.5,0.81,0.57
45930,0.5,0.6,0.08
45931,0.5,0.61,0.4
45932,0.5,0.33,0.1
45933,0.5,0.27,0.23
45934,0.5,0.47,0.03
45935,0.5,0.42,0.31
45936,0.5,0.74,0.42
45937,0.5,0.41,0.19
45938,0.5,0.63,0.1
45939,0.5,0.48,0.08
45940,0.5,0.65,0.13
45941,0.5,0.24,0.16
45942,0.5,0.24,0.28
45943,0.5,0.67,0.12
45944,0.5,0.15,0.14
45945,0.5,0.77,0.66
45946,0.5,0.5,0.27
45947,0.5,0.68,0.14
45948,0.5,0.87,0.74
45949,0.5,0.2,0.12
45950,0.5,0.59,0.6
45951,0.5,0.39,0.12
45952,0.5,0.65,0.25
45953,0.5,0.18,0.15
45954,0.5,0.53,0.33
45955,0.5,0.67,0.21
45956,0.5,0.71,0.3
45957,0.5,0.8,0.3
45958,0.5,0.7,0.61
45959,0.5,0.92,0.16
45960,0.5,0.63,0.22
45961,0.5,0.74,0.6
45962,0.5,0.63,0.19
45963,0.5,0.19,0.18
45964,0.5,0.53,0.19
45965,0.5,0.16,0.21
45966,0.5,0.16,0.24
45967,0.5,0.44,0.26
45968,0.5,0.58,0.37
45969,0.5,0.54,0.16
45970,0.5,0.88,0.42
45971,0.5,0.73,0.53
45972,0.5,0.51,0.08
45973,0.5,0.4,0.19
45974,0.5,0.35,0.23
45975,0.5,0.69,0.42
45976,0.5,0.22,0.26
45977,0.5,0.71,0.56
45978,0.5,0.25,0.13
45979,0.5,0.35,0.2
45980,0.5,0.43,0.32
45981,0.5,0.55,0.52
45982,0.5,0.79,0.71
45983,0.5,0.37,0.1
45984,0.5,0.34,0.29
45985,0.5,0.94,0.76
45986,0.5,0.91,0.82
45987,0.5,0.12,0.09
45988,0.5,0.6,0.15
45989,0.5,0.44,0.28
45990,0.5,0.19,0.2
45991,0.5,0.71,0.4
45992,0.5,0.16,0.12
45993,0.5,0.8,0.44
45994,0.5,0.69,0.27
45995,0.5,0.54,0.27
45996,0.5,0.12,0.33
45997,0.5,0.76,0.54
45998,0.5,0.89,0.81
45999,0.5,0.7,0.33
46000,0.5,0.41,0.41
46001,0.5,0.21,0.14
46002,0.5,0.23,0.18
46003,0.5,0.26,0.34
46004,0.5,0.51,0.08
46005,0.5,0.76,0.24
46006,0.5,0.76,0.13
46007,0.5,0.77,0.51
46008,0.5,0.3,0.29
46009,0.5,0.55,0.13
46010,0.5,0.36,0.35
46011,0.5,0.76,0.38
46012,0.5,0.41,0.26
46013,0.5,0.37,0.16
46014,0.5,0.23,0.2
46015,0.5,0.53,0.08
46016,0.5,0.72,0.18
46017,0.5,0.41,0.15
46018,0.5,0.59,0.44
46019,0.5,0.53,0.44
46020,0.5,0.33,0.09
46021,0.5,0.37,0.25
46022,0.5,0.53,0.47
46023,0.5,0.8,0.09
46024,0.5,0.45,0.12
46025,0.5,0.74,0.14
46026,0.5,0.4,0.3
46027,0.5,0.33,0.24
46028,0.5,0.5,0.13
46029,0.5,0.1,0.15
46030,0.5,0.53,0.28
46031,0.5,0.36,0.1
46032,0.5,0.38,0.41
46033,0.5,0.58,0.39
46034,0.5,0.66,0.1
46035,0.5,0.21,0.22
46036,0.5,0.14,0.16
46037,0.5,0.23,0.08
46038,0.5,0.27,0.19
46039,0.5,0.35,0.13
46040,0.5,0.73,0.25
46041,0.5,0.27,0.05
46042,0.5,0.09,0.05
46043,0.5,0.74,0.43
46044,0.5,0.44,0.34
46045,0.5,0.55,0.2
46046,0.5,0.21,0.2
46047,0.5,0.79,0.74
46048,0.5,0.38,0.28
46049,0.5,0.66,0.34
46050,0.5,0.65,0.38
46051,0.5,0.25,0.13
46052,0.5,0.88,0.76
46053,0.5,0.72,0.2
46054,0.5,0.84,0.93
46055,0.5,0.32,0.25
46056,0.5,0.56,0.3
46057,0.5,0.3,0.28
46058,0.5,0.38,0.14
46059,0.5,0.8,0.72
46060,0.5,0.55,0.18
46061,0.5,0.16,0.08
46062,0.5,0.51,0.09
46063,0.5,0.63,0.15
46064,0.5,0.13,0.07
46065,0.5,0.16,0.09
46066,0.5,0.81,0.07
46067,0.5,0.65,0.18
46068,0.5,0.54,0.39
46069,0.5,0.37,0.25
46070,0.5,0.23,0.24
46071,0.5,0.5,0.23
46072,0.5,0.59,0.45
46073,0.5,0.42,0.12
46074,0.5,0.71,0.25
46075,0.5,0.17,0.13
46076,0.5,0.2,0.09
46077,0.5,0.25,0.24
46078,0.5,0.15,0.07
46079,0.5,0.36,0.34
46080,0.5,0.31,0.19
46081,0.5,0.5,0.44
46082,0.5,0.34,0.22
46083,0.5,0.05,0.13
46084,0.5,0.62,0.47
46085,0.5,0.51,0.39
46086,0.5,0.71,0.28
46087,0.5,0.13,0.12
46088,0.5,0.23,0.17
46089,0.5,0.63,0.24
46090,0.5,0.12,0.1
46091,0.5,0.92,0.82
46092,0.5,0.73,0.33
46093,0.5,0.28,0.11
46094,0.5,0.22,0.14
46095,0.5,0.83,0.12
46096,0.5,0.52,0.18
46097,0.5,0.04,0.15
46098,0.5,0.45,0.25
46099,0.5,0.45,0.52
46100,0.5,0.54,0.48
46101,0.5,0.14,0.09
46102,0.5,0.43,0.24
46103,0.5,0.41,0.39
46104,0.5,0.69,0.38
46105,0.5,0.31,0.15
46106,0.5,0.73,0.1
46107,0.5,0.78,0.6
46108,0.5,0.3,0.24
46109,0.5,0.36,0.23
46110,0.5,0.3,0.23
46111,0.5,0.81,0.79
46112,0.5,0.4,0.17
46113,0.5,0.13,0.03
46114,0.5,0.89,0.2
46115,0.5,0.74,0.4
46116,0.5,0.09,0.12
46117,0.5,0.2,0.25
46118,0.5,0.82,0.1
46119,0.5,0.79,0.22
46120,0.5,0.52,0.32
46121,0.5,0.39,0.52
46122,0.5,0.17,0.08
46123,0.5,0.41,0.1
46124,0.5,0.31,0.14
46125,0.5,0.62,0.15
46126,0.5,0.77,0.17
46127,0.5,0.52,0.25
46128,0.5,0.74,0.58
46129,0.5,0.48,0.43
46130,0.5,0.15,0.14
46131,0.5,0.73,0.29
46132,0.5,0.25,0.14
46133,0.5,0.5,0.19
46134,0.5,0.84,0.21
46135,0.5,0.3,0.2
46136,0.5,0.68,0.16
46137,0.5,0.83,0.53
46138,0.5,0.23,0.12
46139,0.5,0.25,0.06
46140,0.5,0.83,0.72
46141,0.5,0.52,0.32
46142,0.5,0.31,0.26
46143,0.5,0.61,0.21
46144,0.5,0.76,0.27
46145,0.5,0.14,0.06
46146,0.5,0.37,0.13
46147,0.5,0.34,0.26
46148,0.5,0.83,0.8
46149,0.5,0.82,0.25
46150,0.5,0.65,0.42
46151,0.5,0.08,0.06
46152,0.5,0.29,0.14
46153,0.5,0.54,0.19
46154,0.5,0.38,0.14
46155,0.5,0.86,0.7
46156,0.5,0.23,0.07
46157,0.5,0.13,0.26
46158,0.5,0.47,0.38
46159,0.5,0.43,0.37
46160,0.5,0.74,0.44
46161,0.5,0.18,0.07
46162,0.5,0.82,0.19
46163,0.5,0.2,0.06
46164,0.5,0.27,0.17
46165,0.5,0.45,0.23
46166,0.5,0.24,0.12
46167,0.5,0.7,0.21
46168,0.5,0.33,0.1
46169,0.5,0.45,0.25
46170,0.5,0.85,0.51
46171,0.5,0.73,0.74
46172,0.5,0.29,0.1
46173,0.5,0.22,0.19
46174,0.5,0.43,0.31
46175,0.5,0.58,0.4
46176,0.5,0.4,0.15
46177,0.5,0.43,0.29
46178,0.5,0.3,0.49
46179,0.5,0.67,0.34
46180,0.5,0.18,0.11
46181,0.5,0.39,0.4
46182,0.5,0.85,0.07
46183,0.5,0.52,0.42
46184,0.5,0.39,0.07
46185,0.5,0.66,0.35
46186,0.5,0.83,0.61
46187,0.5,0.51,0.3
46188,0.5,0.53,0.49
46189,0.5,0.42,0.1
46190,0.5,0.41,0.2
46191,0.5,0.35,0.17
46192,0.5,0.6,0.16
46193,0.5,0.8,0.61
46194,0.5,0.68,0.46
46195,0.5,0.19,0.22
46196,0.5,0.48,0.23
46197,0.5,0.77,0.14
46198,0.5,0.75,0.53
